steering,left_speed,right_speed
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,60,60
0,60,60
0,60,60
0,60,60
0,60,60
0,60,60
0,60,60
0,60,60
0,60,60
0,60,60
