steering,left_speed,right_speed
0,0,0
0,0,0
0,0,0
0,0,0
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-1,20,20
-2,20,20
-2,20,20
-2,20,20
-2,20,20
-2,20,20
-2,20,20
-2,20,20
-2,20,20
-2,20,20
-3,20,20
-3,20,20
-3,20,20
-3,20,20
-3,20,20
-3,20,20
-3,20,20
-3,20,20
-3,20,20
-3,20,20
-3,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-4,20,20
-5,20,20
-5,20,20
-5,20,20
-5,20,20
-5,20,20
-5,20,20
-5,20,20
-5,20,20
-5,20,20
-5,20,20
-5,20,20
-5,20,20
-5,20,20
-5,20,20
-5,20,20
-5,30,30
-5,30,30
-5,30,30
-5,30,30
-5,30,30
-5,30,30
-5,30,30
-5,30,30
-5,30,30
-5,30,30
-5,30,30
-5,30,30
-5,30,30
-5,30,30
-5,30,30
-5,30,30
-6,30,30
-6,30,30
-6,30,30
-6,30,30
