steering,left_speed,right_speed
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,20,20
0,20,20
0,30,30
0,40,40
0,40,40
0,50,50
0,50,50
0,60,60
0,70,70
0,70,70
0,80,80
0,90,90
0,90,90
0,100,100
0,110,110
0,110,110
0,120,120
0,130,130
0,130,130
0,140,140
0,150,150
0,150,150
0,160,160
0,160,160
0,170,170
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,180,180
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,170,170
0,160,160
0,160,160
0,150,150
0,140,140
0,140,140
0,130,130
0,120,120
0,120,120
0,110,110
0,100,100
0,100,100
0,90,90
0,80,80
0,80,80
0,70,70
0,60,60
0,60,60
0,50,50
0,40,40
0,40,40
0,30,30
0,20,20
0,20,20
0,10,10
0,0,0
0,0,0
0,-10,-10
0,-20,-20
0,-20,-20
0,-30,-30
0,-40,-40
0,-40,-40
0,-50,-50
0,-50,-50
0,-50,-50
0,-50,-50
0,-50,-50
0,-50,-50
0,-50,-50
0,-50,-50
